,0,1,2
0,688.7277412131,-143.03715474764405,-3.232560551722259
1,1573.9462513282251,-139.40594558056196,-3.153616491247303
2,3687.695201456309,-172.56556559187626,5.750052044609995
3,-3744.7520667366903,34.20999827556012,5.849089509166821
4,-6311.260498030474,-23.623711202471476,3.2525227176081546
5,7149.881761463206,-248.53006396049847,-3.6288386294698007
6,5940.657968041819,-33.13857726594879,-2.0634067880421303
7,-4610.173580895891,19.42616824163493,3.6876547991857818
8,-559.1341384404806,-69.95177504545954,-2.758922668609195
9,296.3470880188974,2.2388307441729904,-2.1382801316536444
10,-5811.51205433204,-41.822203209531985,-2.8711523792438647
11,2368.0878590874654,-139.09115242417568,-3.0792571610888797
12,687.3081155070691,-165.74699040561785,3.5975668889649155
13,-6559.162248801141,-15.992983300003527,-2.7185868951516974
14,-1200.8433605327398,113.94115652534923,-1.4039373909511743
15,5530.043897411184,-62.54968093204026,-2.325135698718237
16,-4311.478690023569,-53.92247071117845,5.146028628956039
17,-3059.5958079326965,-17.736587684307775,1.4886053801057364
18,-5975.189449645726,31.21542076193495,-2.329645166531422
19,-248.3774220837781,130.33032418481025,-1.2199648991673007
20,-5309.486923596861,-45.10602442187205,-2.8587912205001977
21,-5678.608741955155,-48.28090179466897,-2.907425759783797
22,5687.519791113571,-200.53471519189094,3.6595696526697368
23,887.693300916056,-146.7700849845571,3.769732111660013
24,-7656.030161475602,1.2923176552496678,-2.6413069537659206
25,-3572.7297410279675,-20.217825394114268,-2.5664537731053962
26,-3451.2141829661446,6.538424664225977,-2.3511703320213044
27,-4148.931033139098,136.45972284879102,-1.4224767497768849
28,5701.887922157384,576.3633267868939,2.51473707612869
29,-1093.7480940249673,9.9454538951777,-2.185265882618643
30,5409.39873013307,-96.32393545208112,-2.5868934751939427
31,-4518.8862618221565,142.30165686508795,-1.4011658548928674
32,2354.405921316077,-175.84317973651162,-3.3677150952036534
33,4441.080850284921,3.5965797829653026,-1.8973547320873005
34,-7394.071995726231,-3.392285838057562,-2.674896853117761
35,2390.6362462756224,-1.488293991682414,-2.0412318718810045
36,-1811.955952745382,-102.83513506291838,2.9331449891604726
37,5415.247171298203,3.582101101255508,-1.832209341912885
38,-2810.5646030328176,-18.36466684816677,4.514839977849081
39,-2604.96922662918,-42.117102361486204,-2.656841025906788
40,15059.17677802198,397.3057010549003,1.741870815856755
41,-7312.79345529331,10.885940756357982,5.456442390343523
42,-5979.409349569287,-34.71654529411553,-2.819780826841521
43,10688.79125717079,-178.02857540218,6.140231060909528
44,1591.9009833159055,74.29255030768009,-1.5226585563230919
45,3689.803142279025,-58.595900917358705,7.610210546352477
46,-6208.555120665768,-40.48013955228304,-2.8873615071973644
47,-9035.960628078958,17.812039607751004,-2.610696789566025
48,-4309.251108991632,-41.60167675204437,-2.778789213684439
49,-526.4064677798497,239.48767852273986,-0.42135168540755263
50,12137.999840049211,90.27961566649043,-0.764023590703137
